X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,"Y(1=default, 0=non-default)",Credit_Score,Credit_Rating
0,0,2,0,0,1,2,2,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,576.080490006088,2
1,0,2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,553.4563360185709,2
1,0,2,0,4,4,2,3,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,660.7452044838573,0
3,1,2,0,0,3,2,0,2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,672.9866650062795,0
0,1,2,0,0,2,2,3,3,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,726.3657963175151,0
0,1,3,0,0,1,1,1,2,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1,353.0373281213301,4
3,3,3,1,4,4,2,2,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,679.7611084807829,0
3,2,3,0,0,2,1,1,2,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,539.8430343912041,2
3,1,3,1,0,3,2,2,2,1,2,1,0,1,0,0,1,1,0,0,1,0,1,0,0,811.9069584562681,3
1,1,2,0,1,1,3,1,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,346.84762364870267,4
0,0,2,0,0,1,1,3,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,367.198344640757,1
0,0,2,0,0,2,2,2,2,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,1,383.42150018799856,1
3,0,2,0,4,0,2,3,1,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,681.1051833470419,0
1,1,4,0,0,2,3,1,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,380.16253897311,1
0,1,0,0,0,1,1,3,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,323.43600635971325,4
3,2,2,0,2,2,2,3,2,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,739.653320094003,3
2,1,2,1,0,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,620.5004827313776,2
1,0,2,0,1,3,2,3,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,749.6928224868909,3
0,0,4,0,0,4,2,3,2,2,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0,660.3145140454507,0
1,0,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,709.722344807012,0
1,1,2,0,0,1,2,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,626.6366687044087,2
0,1,2,0,3,4,1,3,1,3,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,630.108657098252,2
3,0,3,0,3,3,1,1,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,703.0964028078831,0
3,0,4,0,2,2,2,3,0,2,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,777.7152181295676,3
1,0,3,0,0,0,2,3,1,2,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,391.6168765993312,1
3,0,2,0,0,2,2,3,2,2,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,744.2675661112323,3
3,1,2,0,0,4,1,3,3,3,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,749.4780548835863,3
3,0,2,0,1,2,2,1,0,1,2,0,0,0,1,1,0,1,0,1,0,0,1,0,0,748.2072100438775,3
3,0,2,0,0,2,2,2,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,662.9224739804943,0
3,0,4,0,0,4,2,1,3,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,717.010751828838,0
1,1,0,2,0,4,1,3,3,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,308.67799038752764,4
3,0,4,0,1,2,1,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,754.8900617287718,3
1,0,2,0,4,4,2,3,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,669.5568856097191,0
0,0,4,0,0,2,2,1,0,1,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,695.7379966791415,0
0,1,2,0,4,2,3,3,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,403.3706799345169,1
1,2,2,2,1,1,2,0,3,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,339.40021139753605,4
3,1,4,0,0,3,2,2,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,783.6682480505531,3
1,1,2,0,0,4,3,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,736.3111589619889,3
2,0,4,0,1,4,0,3,2,0,2,1,1,1,0,1,0,1,0,0,1,0,0,1,0,694.6094247603074,0
0,1,2,0,0,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,378.3378719648179,1
0,2,2,1,0,4,2,3,3,2,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,556.3455255051691,2
2,0,2,0,1,4,0,3,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,713.0599684273404,0
1,1,4,0,1,1,2,3,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,363.88591240849775,1
0,1,2,0,0,1,1,3,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,1,366.36565055119786,1
3,0,2,0,4,2,2,3,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,389.3767472989048,1
2,0,4,0,2,2,2,1,2,1,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,755.3498624791187,3
1,0,1,1,1,0,2,1,1,1,2,0,1,1,0,1,0,1,0,0,1,0,0,0,1,328.5814285589598,4
3,1,2,0,0,2,3,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,647.1687600499914,2
3,2,2,2,1,4,2,1,2,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,692.3874967540517,0
0,0,2,0,0,3,2,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,358.0410880790459,4
3,2,2,1,0,2,2,1,3,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,710.6369539325337,0
2,0,2,0,0,3,2,3,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,748.1235466397645,3
1,0,3,0,0,2,3,3,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,497.9019003144349,1
3,1,2,0,4,1,2,0,1,3,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,739.7740736709524,3
0,0,4,0,0,3,1,2,1,1,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,595.38757371707,2
0,0,4,0,0,1,2,3,0,1,2,0,1,0,1,1,0,1,0,0,1,0,1,0,0,704.4546614129707,0
3,2,4,1,0,1,1,3,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,1,382.7529249638643,1
0,0,2,0,1,4,2,1,1,2,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,608.1204971899963,2
3,0,4,0,4,4,2,3,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,617.2168845290257,2
3,1,4,1,0,4,2,3,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,737.0495315921858,3
0,1,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,356.76832651237817,4
0,3,0,1,0,2,2,3,3,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,306.0177843520073,4
3,1,2,0,1,3,1,3,2,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,746.06742464331,3
1,1,2,0,0,2,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,612.5481423117515,2
1,1,2,2,0,1,2,2,2,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,619.5456081076079,2
3,0,4,0,1,2,1,2,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,736.498174265718,3
3,0,4,0,0,3,2,0,0,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,787.0128165458235,3
0,2,2,0,0,2,0,3,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,330.43045595945534,4
0,0,2,0,0,1,2,3,0,1,2,0,1,1,0,1,0,1,0,0,1,0,1,0,0,564.4802537782994,2
1,2,2,0,0,3,2,0,2,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,636.232450415898,2
1,0,2,0,1,2,1,3,2,0,2,1,0,1,0,1,0,1,0,1,0,0,0,1,1,374.2784802781228,1
3,0,3,0,0,2,3,3,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,775.0275965337653,3
3,1,2,0,1,3,3,2,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,715.4918214131887,0
3,1,2,0,4,1,2,1,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,647.7342293492995,2
2,1,4,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,362.6989672522024,1
0,0,2,0,4,0,1,2,1,4,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,632.9921496581492,2
1,1,4,0,0,4,1,3,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,602.4089795143959,2
0,3,2,2,0,4,2,3,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,320.20308707806663,4
2,1,2,0,0,1,1,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,682.224785762384,0
1,0,2,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,403.5566269829674,1
3,1,3,0,0,4,2,3,3,3,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,715.995932478,0
0,1,2,1,4,4,2,3,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,623.8404794154867,2
2,1,2,0,0,2,2,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,1,0,1,691.4698324375338,0
3,0,4,0,0,4,2,3,0,3,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,749.5387918720246,3
0,1,3,0,0,0,2,1,0,2,2,1,1,0,0,1,0,1,0,0,0,0,0,1,1,363.6119373861612,1
3,1,4,0,0,2,1,3,2,1,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,785.0899197832161,3
3,1,2,0,0,3,2,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,663.6911165443421,0
0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,435.9450834500895,1
3,3,4,2,4,3,2,0,3,1,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,710.6841312630501,0
3,0,4,0,4,3,1,3,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,725.7762425858348,0
3,0,1,0,2,4,2,3,1,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,709.6325253419968,0
0,3,2,1,0,3,3,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1,374.0130669300937,1
1,0,4,0,1,1,2,0,2,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,654.732341614379,2
1,0,2,0,0,3,1,3,1,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,603.8704728423622,2
1,0,2,0,0,1,2,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,439.90837975051176,1
1,1,0,0,1,1,1,2,2,0,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1,325.93429153796643,4
3,1,0,1,4,2,1,3,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,341.4441889856898,4
0,1,1,0,0,3,2,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,351.123923419209,4
1,1,4,0,0,1,2,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,453.1055159740874,1
0,1,2,0,4,4,2,3,3,2,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,640.4526912921549,2
0,1,1,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,350.4317599253844,4
2,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,700.8593726046774,0
1,2,2,3,4,2,2,3,3,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,1,354.90744309923724,4
1,1,3,1,4,2,2,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,712.5404705901612,0
1,1,3,0,1,3,1,1,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,673.2788971262157,0
0,0,2,0,0,3,0,2,2,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,379.5921613381543,1
3,1,4,0,3,4,2,1,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,779.079730951205,3
1,3,2,1,4,3,2,0,2,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0,689.8513641800287,0
0,3,2,1,0,2,1,1,2,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,1,315.46625796479634,4
0,1,2,0,0,1,1,3,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1,451.6053216177343,1
3,1,4,1,0,3,2,1,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,711.4552834513858,0
3,1,2,1,4,0,1,3,1,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,697.1430364664513,0
0,0,2,0,0,2,1,3,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,621.129230634856,2
1,0,2,0,0,4,2,3,2,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,674.8137780918292,0
3,0,4,0,0,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,683.2440215630929,0
1,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,626.3824857252953,2
3,1,4,0,4,2,1,1,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,766.5044992979815,3
1,2,4,0,0,1,0,3,2,0,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1,402.1500027223301,1
3,1,2,0,0,1,3,2,2,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,724.803668107216,0
1,1,4,0,0,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,338.2647455322185,4
1,0,4,0,0,1,2,2,0,2,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,668.3976687750153,0
3,0,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,651.9853003186723,2
1,2,2,0,0,1,2,0,3,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,383.811038577934,1
3,0,2,0,4,4,1,3,3,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,723.2170234029527,0
0,1,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,316.7084966796656,4
0,0,4,0,0,2,2,1,0,1,2,1,1,0,0,1,0,1,0,1,0,0,0,1,0,651.0672431690818,2
0,0,2,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,768.24396372978,3
0,1,2,0,0,2,3,2,0,2,2,0,0,1,0,0,0,1,0,0,1,0,1,0,1,389.8712502651285,1
0,0,4,0,0,4,2,2,1,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,546.56398385576,2
0,0,4,0,0,3,1,2,0,3,2,3,0,1,0,0,0,1,0,0,1,0,1,0,0,616.7403743937011,2
1,1,3,0,4,2,1,3,2,2,2,1,0,1,0,1,0,1,0,1,0,0,0,1,0,668.770139898016,0
3,1,2,0,3,4,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,690.2831606632611,0
1,1,2,0,0,2,1,3,1,0,2,0,0,1,0,1,0,1,0,1,0,0,1,0,1,362.25732892801545,1
0,1,1,0,4,4,2,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,375.8165153466375,1
1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,365.4582374944483,1
0,1,2,0,0,3,1,3,2,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,1,367.81164269857294,1
1,1,0,1,0,2,2,3,0,1,2,2,0,1,0,0,0,1,0,0,1,0,1,0,1,368.5026705842049,1
3,1,4,0,0,3,2,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,367.0908617298958,1
3,1,3,1,0,2,2,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,631.2012733939514,2
1,0,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,749.042622414536,3
1,0,2,0,0,2,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,699.7914673011755,0
1,1,1,0,0,3,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,349.69836368838014,4
3,2,2,0,0,2,1,1,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,402.0279498327509,1
2,0,2,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,432.5327264462362,1
0,1,1,0,2,2,2,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,651.6554642186045,2
3,1,4,1,0,2,2,1,0,4,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,708.9327691004652,0
1,2,2,0,1,2,1,3,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,340.0848408114234,4
3,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,694.233244264944,0
3,0,2,0,4,4,2,3,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,732.6610382798403,3
0,0,2,0,1,0,1,2,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,353.0706556448838,4
2,0,2,0,1,4,1,3,3,2,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,380.79462402061057,1
0,1,2,0,3,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,625.6178180037807,2
0,1,1,0,0,2,1,3,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,448.2362744809084,1
3,1,3,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,400.2324586904118,1
1,3,0,3,4,2,2,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,658.7055183033597,0
1,4,3,2,4,2,2,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,690.5446982060764,0
0,0,4,0,0,2,2,2,0,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,711.0060880416331,0
1,1,2,0,1,2,1,3,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,345.1832159789875,4
3,0,2,0,0,2,0,1,0,2,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,696.1509087364828,0
1,1,4,0,0,3,2,2,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,644.2368464765469,2
3,1,4,0,0,2,2,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,428.7685148038879,1
3,3,2,1,4,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,360.8724376573789,4
0,0,2,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,563.190162276072,2
0,1,2,0,0,2,2,3,3,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,360.42003432094725,4
3,0,2,0,4,4,2,1,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,728.3967600403569,3
2,0,2,0,0,2,2,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,748.8437803344295,3
1,0,1,0,1,3,2,2,3,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,341.20391992654856,4
3,2,4,1,2,2,2,3,0,1,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,703.1903354848412,0
3,0,2,0,4,4,2,3,0,4,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,786.8770604440125,3
0,1,2,0,0,2,1,3,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,571.0664659811191,2
0,1,1,0,0,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,358.46866069212075,4
1,0,2,0,4,1,2,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,616.140995383214,2
3,0,2,0,0,1,1,1,2,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,377.6457150488202,1
1,1,2,0,0,1,1,3,2,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0,1,343.112970778161,4
3,0,2,0,0,4,2,3,1,2,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,742.4564929327785,3
3,1,2,0,2,3,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,736.1342867591883,3
3,4,3,4,0,3,2,3,2,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,608.0554664560248,2
3,0,2,0,0,1,1,2,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,653.6570749935684,2
0,2,3,1,0,3,2,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,336.4394848125819,4
0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,352.5184050553858,4
1,0,2,0,0,4,2,3,2,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,590.3262435862653,2
3,0,2,1,1,2,2,1,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,404.6764103485133,1
3,1,4,0,0,3,3,1,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,741.5074266167499,3
0,1,4,0,0,3,3,0,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,627.6118252394801,2
3,2,3,2,4,1,2,3,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,1,352.7463783389032,4
0,1,0,1,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,653.4255318733351,2
3,0,2,0,2,2,1,1,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,392.4685804159751,1
2,1,2,0,0,3,2,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,333.8177517746728,4
0,0,2,0,0,2,2,3,2,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,1,471.4388074792449,1
0,3,2,2,0,3,2,0,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,335.14018772910106,4
1,0,2,0,0,2,2,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,440.4366872309655,1
0,1,2,0,0,4,2,0,0,2,2,0,0,0,0,1,0,0,1,0,1,0,0,1,1,464.012489366401,1
1,2,3,2,1,4,2,3,2,2,2,3,0,1,0,1,0,1,0,0,1,0,0,0,1,370.75203680754936,1
3,1,4,0,0,3,2,2,2,1,2,1,0,1,0,0,1,1,0,0,1,0,0,1,0,816.9597622200378,3
0,0,2,1,0,0,2,3,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,624.855518025101,2
1,0,2,0,0,4,2,3,2,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,353.2397256633075,4
3,3,2,2,4,3,2,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,723.6693322429935,0
1,1,0,1,0,2,1,0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,675.002571098406,0
1,1,4,1,0,4,2,0,3,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,646.7719562989639,2
2,0,2,0,0,2,3,3,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,651.0396254165667,2
0,0,2,0,4,2,3,1,2,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,340.3075468127321,4
3,1,2,0,0,4,2,1,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,738.0844231283456,3
1,0,3,0,0,0,2,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,595.1461590839986,2
2,0,4,0,0,2,1,3,1,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,674.7253074954441,0
3,1,4,1,0,0,2,1,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,598.4295413463346,2
1,1,1,0,3,2,2,1,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,702.8233770411059,0
3,3,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,617.0070826967715,2
0,0,4,1,0,4,2,3,1,2,2,1,0,1,0,1,0,0,1,1,0,0,0,1,1,550.0520124397781,2
2,1,4,0,0,4,2,3,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,753.4332962048504,3
3,1,4,1,1,2,2,2,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,693.3291368871974,0
3,2,2,1,1,3,2,1,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,615.9290096881545,2
3,4,2,2,0,4,2,3,1,2,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,716.5108713907102,0
3,0,4,0,2,2,3,1,2,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,665.5597041422959,0
3,1,3,0,2,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,346.17034785177066,4
3,1,4,1,0,3,1,3,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,720.9366900896146,0
3,1,4,1,0,4,2,3,2,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,794.2699496466025,3
1,4,2,1,1,2,3,1,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,371.9220929364918,1
0,1,2,0,0,4,2,3,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,522.0630403160229,2
3,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,524.2670710821767,2
3,0,2,0,0,1,1,1,3,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,716.9151648923082,0
3,0,2,0,4,2,2,3,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,675.3477414882461,0
3,0,3,0,0,2,3,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,732.6014577939828,3
3,1,4,1,0,1,3,2,3,2,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,693.7926497691014,0
1,2,3,2,1,3,2,2,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,0,0,693.8108794949924,0
3,4,2,1,4,2,2,3,3,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,662.7451048940574,0
2,0,4,0,4,3,2,1,1,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,691.1263316526704,0
1,2,3,0,1,4,2,2,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,478.86895824234017,1
3,0,2,0,1,4,2,3,2,1,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,727.566156433152,3
0,0,2,0,3,2,2,2,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,411.4197544911518,1
0,0,4,0,0,2,0,2,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,686.5287194067921,0
1,0,2,0,1,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,648.2623178424188,2
1,1,2,0,1,1,2,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,618.3900787446023,2
